project_id,type,category,visible_sector,recommended_for_research,umbrella_project,year,donor,funding_agencies,implementing_agencies,title,description,status,flow,flow_class,intent,crs_sector_code,crs_sector_name,sources,sources_count,donor_agencies,donor_agencies_count,recipient_agencies,recipient_agencies_count,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertain,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,is_official_finance,year_uncertain
32016,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2000,China,"Export-Import Bank of China, Government Agency",,Low-interest loan from Chinese bank to finance plywood factory in Cambodia (Linked to Project ID#32071),"On July 26, 2000, Keat Chhon, state minister and minister of economy and finance, and Yang Zilin, president of the Chinese Export-Import Bank signed an agreement under which the China Export-Import Bank agreed to provide the Cambodian government with a low-interest loan of 99.6 million CNY or about US$11.85m dollars to build a plywood factory. The loan with an annual 3 per cent interest rate is to be repaid in 12 years, including a four-year grace period. The Cambodian government would lend this money to a Chinese-Cambodian joint venture, Kampuchea-Chinese International Cooperation Co Ltd, which is behind the project to build a factory producing plywood from rubber trees and scraps in Chup and Memot plantations, Kompong Cham Province (See Project ID#32071 for the follow-up of this agreement) STAFF_NOTE: Unsure regarding the kind of product that will be produced by the factory. While the Cambodian newspaper `Reaksmei Kampuchea' reported that the factory will produce plywood , Xinhua News Agency reported that the factory will produce Medium Density Fibreboard (MDF) (recorded in Project ID#32071). Although both plywood and MDF are made of the same material (rubber wood), they are of different density, hence different kind of material. It may be a reporting error on the part of either one of the publisher or the factory would be producing both plywood and MDF. Despite this issue, I am confident that this project (ID#32016) and Project ID#32071 are referring to the same event. As such, the transaction amount has been temporarily removed from this project to prevent potential double-counting of Chinese financing. ",Implementation,Loan (excluding debt rescheduling),OOF-like,Mixed,320,"Industry, Mining, Construction","https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=bbcfe00020010804dw89004bq&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcfe00020010804dwai000a7&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2,"Export-Import Bank of China, Government Agency",1,,0,,,,,,,8/9/2000,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,Concessional,3,12,4,,"Chup and Memot plantations, Kompong Cham Province","Sok An, Cabinet Minister; Keat Chhon, state minister and minister of economy and finance",TRUE,FALSE
32031,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2000,China,"Export-Import Bank of China, Government Agency",,China EXIM Bank concessional loan for Construction of Textile Factory,"Chinese Ambassador to Cambodia Nina Fukui and Cambodian Finance Minister Keat Chhon signed an agreement for a 50 million CNY loan at the Ministry of Finance on December 25, 2000. The Import-Export Bank provided the loan with a yearly interest rate of 3 percent, a grace period of 4 to 5 years, and a maturity extended from 12 to 20 years. The loan will be used to construct a textile factory. The loan will be given to Teng Bunma, who will pay the Cambodian government 5 percent interest on his loan per annum. The 50 million CNY loan is part of the loan agreement reached by the two governments in early 1999, as per which the Chinese government would provide Cambodia with RMB 150 million Yuan in loans. ",Pipeline: Commitment,Loan (excluding debt rescheduling),ODA-like,Development,320,"Industry, Mining, Construction","https://global.factiva.com/aa/?ref=xnews00020010818dwcp01bai&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.cambodiadaily.com/archives/china-loans-teng-bunma-6m-for-factory-19028/, Media Report, including Wikileaks",2,"Export-Import Bank of China, Government Agency",1,,0,50000000,CNY,0.43094505,8.278504167,14015101.13,6039738.46,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,Concessional,3,20,4,45.9,,"Keat Chhon, Cambodian Finance Minister; Ning Fukui, Chinese Ambassador to Cambodia",TRUE,FALSE
32035,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2001,China,"Unspecified Chinese Government Institution, Government Agency",,China helps Cambodia Drill 500 Wells ,"On September 7 2001, Chinese Ambassador to Cambodia Ning Fukui handed over 500 tube wells to Ly Thuch, Minster of the Rural Development, at the crity of Kompong Speu, capital of Kompong Speu province. This is the second grant aid of China in rural water supply sector development in Cambodia; the first grant aid of 500 tube wells was already awarded in April, 1999.The total 1,000 tube wells for drinking water can provide about 250,000 people in the rural areas with clean drinking water. ",Completion,Grant,ODA-like,Development,140,Water Supply and Sanitation,"https://global.factiva.com/aa/?ref=bbcapp0020010907dx97003jv&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.people.com.cn/GB/paper39/4184/486674.html, Media Report, including Wikileaks",2,"China, Government Agency",1,,0,,,,,,,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,Kompong Speu,"Ning Fukui, Chinese Ambassador",TRUE,FALSE
32038,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2001,China,"Unspecified Chinese Government Institution, Government Agency",,China to provide Cambodia with Construction Assistance for Senate Library and Offices,"On November 10th 2001, President of the Cambodia’s Senate Samdech Chea Sim and Chinese Ambassador Ning Fukui laid the foundation stone for the Senate library and office building. The project was a request by the Royal Government of Cambodia to the People’s Republic of China, and the initial agreement was signed in June 20th 2001. The project is part of the Exchange of Notes concerning assistance on Economic and Technical Cooperation extended by China and Cambodia to strengthen the relationship between two countries. This project should be done within 9 months. Construction was carried out by Yanjian Group and is expected to cost 16.41 million yuan. ",Completion,Grant,ODA-like,Development,150,Government and Civil Society,"https://global.factiva.com/aa/?ref=bbcapp0020010804dwba005oa&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=xnews00020010715dx6k014tx&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.mfaic.gov.kh/Products/1747-exchange-of-notes-on-chinese-assistance-to-senate.aspx, Government Source (Donor/Recipient); http://www.ide.go.jp/English/Publish/Download/Brc/pdf/03_chapter1.pdf, Academic Journal Article; http://english.yanjian.com.cn/Photo/ShowPhoto.asp?PhotoID=96, Implementing/Intermediary Agency Source",5,,0,,0,16410000,CNY,0.439852277,8.277068333,4507390.61,1982586.02,,11/1/2001,,8/1/2002,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,,"Chhoeung Chamroeun, Secretary of State (Cambodia); Ning Fukui, Chinese Ambassador",TRUE,FALSE
32040,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2001,China,"Unspecified Chinese Government Institution, Government Agency","Beijing G&M Engineering Construction Co., Ltd., Private Sector",China to Drill 500 More Wells in Cambodia (Linked to Project ID#32035) ,"According to an agreement between the Chinese government and the Cambodian government signed October 15, 2002, the Chinese government would give nearly US$1.9 million (or in some reports, 16 million CNY) to drill 500 water wells in Cambodia. The wells will be financed from remaining funds granted to Cambodia in the Agreement on Economic and Technical Cooperation, which was signed November 13, 2000. The wells are expected to be located in Kampong Cham, Kampong Speu, Kampong Chhnang, Kampot, and Krong Preah Sihanouk. This is the third batch of wells the Chinese government helping build in Cambodia. The Chinese government has previously granted 1000 tube wells to Cambodia from the period of 1996 to 2001 (See Project ID#32035) . The drilling ceremony for the wells occurred on December 30, 2002, and the handover ceremony for the wells was held on July 13, 2004.",Completion,Grant,ODA-like,Development,140,Water Supply and Sanitation,"http://english.peopledaily.com.cn/200212/31/eng20021231_109336.shtml, Media Report, including Wikileaks; http://news.xinhuanet.com/newscenter/2002-10/15/content_597662.htm, Media Report, including Wikileaks; http://news.sina.com.cn/w/2004-07-14/08123079445s.shtml, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=xnews00020021231dycu002oa&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",4,"Beijing G&M Engineering Construction Co., Ltd., Private Sector",1,,0,16000000,CNY,0.439852277,8.277068333,4394774.51,1933051.58,12/30/2002,,7/13/2004,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,"Kampong Cham, Kampong Speu, Kampong Chhnang, Kampot, and Krong Preah Sihanouk","Ning Fukui, Chinese Ambassador to Cambodia; Hu Qianwen, Chinese Ambassador to Cambodia",TRUE,FALSE
32053,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2011,China,"Unspecified Chinese Government Institution, Government Agency","Shanghai Construction Group General Co., State-owned Company",Concessional loan for new terminal at Phnomh Penh Port (Linked to Project ID#32201),"On March 9th 2011, Cambodia broke ground for the construction of the Kingdom’s second largest container terminal of Phnom Penh Autonomous Port. The new terminal is located in Kien Svay district of Kandal province, about 30 kilometres from the existing port in Phnom Penh. It is built to deal with the surge of cargo received by the country’s port, since the number of containers has increased each year; it will be able to handle 150,000 TEUs per year in the first stage of development (based on the report published by MPWT, found in the resource section below). It also help ship goods directly to Singapore, Malaysia, and China's Hong Kong and Shanghai, as well as other neighboring countries and regions without ship transfer. Based on the CDC report (found in the resource section below), the construction of the new terminal was funded by a preferential buyers' credit of US$27,452,416 from China. The loan agreement for the project is one out of 14 agreements signed between China and Cambodia on 21 December 2009; the total value of the agreements was widely believed to be US$853 million (See Project ID#32201). The construction was carried out by Shanghai Construction (Group) General Company. The terminal started operation 1 January 2013; the inauguration ceremony for the official use of the new terminal was held on 22 January 2013. ",Completion,Export credits,OOF-like,Mixed,210,Transport and Storage,"https://global.factiva.com/aa/?ref=XNEWS00020130123e91m000l6&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks; http://cb.mofcom.gov.cn/article/zxhz/tzdongtai/201301/20130100010226.shtml, Government Source (Donor/Recipient); http://www.phnompenhpost.com/business/phnom-penh-autonomous-portâ€™s-new-cargo-terminal-opened, Media Report, including Wikileaks; http://english.people.com.cn/90001/90776/90883/7313519.html, Media Report, including Wikileaks; http://cb.mofcom.gov.cn/article/zxhz/tzdongtai/201103/20110307441669.shtml, Government Source (Donor/Recipient); http://cdc.khmer.biz/projectlist/project_list_updated.asp?OtherDonor=29&status=0&UpdateFrom=1%2F1%2F2014&UpdateTo=12%2F31%2F2014&hiddenSortDirection=&hiddenInitPage=1&hiddenSortColumn=OfficialTitle, Government Source (Donor/Recipient); http://cdc.khmer.biz/reports/Individual_project_summary_report2008.asp?Record_Id=China-2010-DE32&DonorName=China, Government Source (Donor/Recipient); http://www.ciwn.mpwt.gov.kh/ncc-presentation/ppap-presentation.pdf, Government Source (Donor/Recipient); http://kh.china-embassy.org/chn/dssghd/t1227691.htm, Government Source (Donor/Recipient); http://kh.china-embassy.org/chn/dssghd/t804506.htm, Government Source (Donor/Recipient)",10,"Shanghai Construction Group General Co., State-owned Company",1,,0,27452416,USD,0.900911188,1,30471833.82,27452416,3/9/2011,6/20/2011,1/1/2013,1/22/2013,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,Kean Svay district,"Pan Guangxue, Chinese Ambassador to Cambodia; Hun Sen, Cambodian Prime Minister",TRUE,FALSE
32065,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2000,China,"Unspecified Chinese Government Institution, Government Agency",,China provides 2 Million Yuan in Flood Relief Goods,"On November 8th, 2000, the Chinese government provided relief goods valued 2 million yuan to the royal government of Cambodia. Chinese Ambassador Ning Fukui signed an exchange of notes with Nor Namhong, senior minister and minster of the Ministry of Foreign Affairs and International Cooperation of Cambodia.",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/aa/?ref=bbcapp0020010804dwb8005af&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://english.peopledaily.com.cn/english/200011/08/eng20001108_54650.html, Media Report, including Wikileaks",2,,0,"Ministry for Foreign Affairs and International Cooperation, Government Agency",1,2000000,CNY,0.43094505,8.278504167,560604.05,241589.54,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,Phnom Penh,"Nor Namhong, Minister of Foreign Affairs and International Cooperation; Ning Fukui, Chinese Ambassador to Cambodia",TRUE,FALSE
32077,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2003,China,"Unspecified Chinese Government Institution, Government Agency","Shanghai Construction Group General Co., State-owned Company",Interest-free loan of 24 million USD for National Road No.7 (linked to project ID #32081),"China granted Cambodia an interest-free loan of 24 million USD to rebuild a 200 km long road from Kratie province to Trapeang Kriel, Stung Treng which is at the Cambodia-Laos border ( last segment of National Road No.7). The loan agreement was signed between Chinese Ambassador to Cambodia Ning Fukui and the Cambodian government on November 27, 2003 in Phnom Penh. The interest-free loan agreement was one of two agreements signed during the ceremony; under the other agreement, China would provide a grant of US$6.1 million dollar to Cambodia, which would then be handed over to the Cambodian Foreign Ministry for general use by the Cambodian government (See Project ID#32081). The rebuilding project was undertaken by Shanghai Construction Group General Co. The project began on October 2004 and was completed on 31 Dec 2007. An Inauguration for the opening of the road was held on April 29, 2008. The interest-free loan is not the only recorded financial assistance provided by the Chinese government the project. In November 2002, China had provided a concessional loan with a 2% interest rate of US$60,980,000. On the same date, China had also provided US$2,430,000 in grant for the project (based on the 2 CDC reports found in the resource section below). The CDC reports are supported by a speech made by Cambodia Prime Minister Hun Sen, during his visit to the construction sites of National Road 7 in 26 July 2006; the PM has mentioned three types of assistance by China for the project- grant, non-interest loan and low-interest loan. It is difficult to tell if the US$24 million interest-free loan was provided by the Chinese government in addition to the US$60.98 million loan and US$2.43 million grant, or if the Chinese government has converted US$24 million out of the US$60.98 concessional loan into an interest-free loan. However, the 2009 'Overview on Transport Infrastructure Sectors in the Kingdom of Cambodia' report published by the Infrastructure and Regional Integration Technical Working Group (IRITWG) has recorded that the total cost of the rehabilitation project for National Road 7 is around US$62.8 million dollars and was financed by China, so the latter scenario is more likely. STAFF_NOTE: A document from the Cambodian Ministry of Transport stated in 2015 that the money for the renovations of road 7 was not separate from the money used to construct national roads 71 and 72. The document cited $112 million USD as the total transaction amount, but did not break the costs down further about how much went to road 7 specifically. It is also unclear whether the money mentioned in the 2015 document is for a newer round of renovations on National Road no. 7 than the ones described in this project.",Completion,Loan (excluding debt rescheduling),ODA-like,Development,210,Transport and Storage,"https://global.factiva.com/aa/?ref=LBA0000020031127dzbr001bj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCAPP0020031127dzbr000jj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://data.opendevelopmentmekong.net/dataset/8b056306-0cd1-4b71-8361-65da79adcfd0/resource/37398c0b-74cc-4bb8-a7cb-cc0491059706/download/IRITWGOverviewoftheTransportInfrastructureSectorintheKingdomofCambodia2015.pdf, Government Source (Donor/Recipient); http://cnv.org.kh/selected-comments-in-the-visit-to-the-construction-sites-of-national-road-7-and-se-kong-bridge-in-the-province-of-stoeung-treng/, Government Source (Donor/Recipient); http://cdc.khmer.biz/reports/Individual_project_summary_report2008.asp?Record_Id=China-2006-SVIM881&DonorName=China, Government Source (Donor/Recipient); http://cdc.khmer.biz/reports/Individual_project_summary_report2008.asp?Record_Id=China-2006-SVIM872&DonorName=China, Government Source (Donor/Recipient); http://www.academia.edu/6898359/Cambodia-China_Relations_Based_on_the_Mutually_Beneficial_Interests_China_the_Most_Trusted_Friend_beyond_Doubt, Academic Journal Article; http://www.cdri.org.kh/webdata/download/wp/wp52e.pdf, Other Academic (Working Paper, Dissertation); http://kh.china-embassy.org/chn/zgjx/t450610.htm, Government Source (Donor/Recipient); http://www.shsz.org.cn/book/shownews.asp?num=szzz-2006929154356, Media Report, including Wikileaks; https://data.opendevelopmentmekong.net/dataset/8b056306-0cd1-4b71-8361-65da79adcfd0/resource/37398c0b-74cc-4bb8-a7cb-cc0491059706/download/IRITWGOverviewoftheTransportInfrastructureSectorintheKingdomofCambodia2015.pdf, Government Source (Donor/Recipient); https://data.opendevelopmentmekong.net/dataset/8b056306-0cd1-4b71-8361-65da79adcfd0/resource/37398c0b-74cc-4bb8-a7cb-cc0491059706/download/IRITWGOverviewoftheTransportInfrastructureSectorintheKingdomofCambodia2015.pdf, Government Source (Donor/Recipient)",12,"China, Government Agency",1,,0,24000000,USD,0.453865945,1,52879050.04,24000000,10/1/2004,,12/31/2007,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,Interest-Free,0,,,,Stung Treng; Kratie,"Hun Sen, Cambodian Prime Minister (Cambodia)",TRUE,FALSE
32078,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2000,China,"Unspecified Chinese Government Institution, Government Agency",,China will donate 5m Yuan of Relief Goods to Cambodia (Linked to Project ID#32065),"On December 7, 2000, Chinese Ambassador Ning Fukui and Cambodian Foreign Minister Hor Namhong signed an exchange letter to provide Cambodia with flood relief goods worth 5 million Yuan. Earlier, on 8th November China provided relief goods worth 2m yuan (242,000 US dollars) to Cambodia (See Project ID#32065).",Pipeline: Commitment,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/aa/?ref=bbcape0020010804dwc7002ra&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=afpr000020010803dwbd04srr&cat=a&ep=ASE, Media Report, including Wikileaks",2,,0,,0,5000000,CNY,0.43094505,8.278504167,1401510.11,603973.85,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,,"Hor Namhong, Cambodian Foreign Minister; Ning Fukui, Chinese Ambassador",TRUE,FALSE
32081,Financial,Budget Support,FALSE,TRUE,FALSE,2003,China,"Unspecified Chinese Government Institution, Government Agency",,China grants Cambodia 50 million yuan (linked to #32077),"On November 27th 2003, Chinese Ambassador to Cambodia Ning Fukui signed an agreement to grant 50 million yuan (6.1m US dollars) to the Cambodian government. This assistance grant was handed to the Cambodian Foreign Ministry for general use. This agreement is one of the two agreements he signed with the royal government of Cambodia on economic and technical cooperation.",Completion,Grant,ODA-like,Development,510,General Budget Support,"https://global.factiva.com/aa/?ref=BBCAPP0020031127dzbr000jj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"China, Government Agency",1,,0,50000000,CNY,0.453865945,8.277036667,13309677.37,6040809.29,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,,"Hun Sen, Cambodian prime minister (Cambodia); Ning Fukui, Chinese ambassador to Cambodia",TRUE,FALSE
32083,Financial,Budget Support,FALSE,TRUE,FALSE,2004,China,"Unspecified Chinese Government Institution, Government Agency",,China gives 250 Million Yuan preferential loan to Cambodia,"Chinese Prime Minister Wen Jiabao signed a deal to give Phnom Penh, Cambodia 250 million RMB (US$30 million) in a preferential loan on April 20, 2004. The deal was signed with Cambodian Prime Minister Hun Sen during his 5-days visit to China (19-23 April 2004). The preferential loan agreement was 1 out of 12 agreements signed during the visit. ",Pipeline: Commitment,Loan (excluding debt rescheduling),Vague (Official Finance),Development,998,Unallocated / Unspecified,"https://global.factiva.com/aa/?ref=AFPR000020040420e04k00af3&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.libproxy1.nus.edu.sg/redir/default.aspx?P=sa&an=BBCAPP0020040412e04c0028m&cat=a&ep=ASE, Government Source (Donor/Recipient)",2,,0,,0,250000000,CNY,0.485249833,8.276800833,62246094.69,30204907.07,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,Phnom Penh,,TRUE,FALSE
32087,Financial,Debt Relief,FALSE,TRUE,FALSE,2002,China,"Unspecified Chinese Government Institution, Government Agency",,China waives Cambodian 200 million USD debts (Linked to Project ID#32066),"At the ASEAN summit on November 4th 2002, Chinese Premier Zhu Rongji announced the cancellation of Cambodia’s debts, referring to an interest-free loan given to Cambodia by China in 1999 for $200 million USD. The debt cancellation came after the Cambodia Prime Minster requested assistance for upgrading the country transportation network and power plants during talks between Premier Zhu and Cambodian Prime Minster Hun Sen hours after Zhu started his two-day visit to Cambodia. Chinese Prime Minster Zhu Rongji also announced 12.5 million USD in grant aid and interest-free loans to Hun Sen’s government ( Project ID: #32066 ) ",Completion,Debt forgiveness,ODA-like,Development,600,Action Relating to Debt,"https://global.factiva.com/aa/?ref=apnw000020021120dyb4000cu&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.news24.com/xArchive/Archive/China-writes-off-Cambodias-debt-20021102, Media Report, including Wikileaks; http://www.jstor.org.libproxy1.nus.edu.sg/stable/pdf/10.1525/as.2003.43.1.113.pdf?&acceptTC=true&jpdConfirm=true, Academic Journal Article; http://www.epochtimes.com/gb/2/11/3/n241634p.htm, Media Report, including Wikileaks; http://www.fmprc.gov.cn/mfa_chn/ziliao_611306/zt_611380/ywzt_611452/zt2002_612080/2343_612126/t10973.shtml, Government Source (Donor/Recipient)",5,"China, Government Agency",1,"Cambodia, Government Agency",1,200000000,USD,0.442443377,1,452035244.6,200000000,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,,"Zhu Rongji, Chinese Premier; Hu Sen, Cambodia Prime Minister",TRUE,FALSE
32089,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2004,China,"Unspecified Chinese Government Institution, Government Agency",,China Provides Emergency Relief to Cambodia For Avian Flu,"February 11, 2004 the Chinese Embassy, on behalf of the Chinese government, gave Cambodia 50 thousand USD to help prevent the spread of avian flu. The money was handed over to Cambodian Foreign Minister Hor Namhong at a ceremony attended by the Chinese Ambassador to Cambodia Hu Qianwen.",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/aa/?ref=BBCAPP0020040211e02b003uy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://gb.cri.cn/321/2004/02/13/461@67133.htm, Media Report, including Wikileaks; http://www.mofcom.gov.cn/aarticle/i/jyjl/j/200412/20041200316764.html, Government Source (Donor/Recipient); http://gb.cri.cn/321/2004/02/13/144@66810.htm, Media Report, including Wikileaks; http://news.xinhuanet.com/world/2004-02/11/content_1310192.htm, Media Report, including Wikileaks",5,,0,,0,50000,USD,0.485249833,1,103039.71,50000,,,2/11/2004,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,,"Hor Namhong, Cambodian Foreign Minister; Hu Qianwen, Chinese Ambassador to Cambodia",TRUE,FALSE
32102,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2005,China,"Unspecified Chinese Government Institution, Government Agency","Huawei Technologies Co., Ltd., Private Sector",250 million RMB loan for developing Cambodia's telecommunications Industry,"On 4th August 2005, Cambodia's AZ Communication Company has received a license from the Ministry of Posts and Telecommunications to install the CDMA2000 (Code Division Multiple Access) system, and in turn becoming the fifth mobile service provider in the country. The company, a subsidiary of the AZ Company, would use a loan of 250 million RMB yuan (about 30 million US dollars) from China to develop Cambodia's telecommunication industry; the loan was then used to offer a US$30 million commercial contract to China’s Huawei Technologies. The contract was signed on 28th September 2005. Under the contract, China’s Huawei Technologies agreed to provide and install CDMA equipment, transmission and supporting systems for AZCOM CDMA 2000 1X project planned to launch in Cambodia at the end of 2006. ",Completion,Loan (excluding debt rescheduling),OOF-like,Mixed,220,Communications,"https://global.factiva.com/aa/?ref=BBCAPP0020050804e1840048t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://english.peopledaily.com.cn/200509/29/eng20050929_211451.html, Media Report, including Wikileaks; https://books.google.com.sg/books?id=Bf_IAQAAQBAJ&pg=PA330&lpg=PA330&dq=china+%2B+cambodia+%2B+2006+%2B+huawei+%2B+telecommunications&source=bl&ots=VJXWzxax4K&sig=xahs2U_R9RpkpSBCiOhhZNkwN1M&hl=en&sa=X&ved=0CEMQ6AEwCGoVChMI8rbn4tHexgIVlgaOCh31gAyT#v=onepage&q=china%20%2B%20cambodia%20%2B%202006%20%2B%20huawei%20%2B%20telecommunications&f=false, Other Academic (Working Paper, Dissertation); http://www.telecomreviewasia.com/index.php?option=com_content&view=article&id=835:china-and-cambodia-ict-dealsthe-ties-that-bind&catid=71:february-2015&Itemid=276, Social Media, including Unofficial Blogs; http://tech.sina.com.cn/t/2006-05-05/1553926583.shtml, Media Report, including Wikileaks; http://hzs.mofcom.gov.cn/article/zcfb/jwjmhz/200503/20050300031015.shtml, Government Source (Donor/Recipient)",6,"Huawei Technologies Co., Ltd., Private Sector",1,,0,250000000,CNY,0.509132,8.194316667,59923458.53,30508950.31,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,Concessional,,,,,,"Lim Bun Hour, AZ Communication President",TRUE,FALSE
32103,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2006,China,"Export-Import Bank of China, Government Agency",,"Cambodian National Telecom Network Upgrade (linked to project ID #32084, #32086, #32090)","On April 8th 2006, the government of the People’s Republic of China and the government of the Kingdom of Cambodia on Saturday signed a joint communiqué .In this joint communiqué, the Government Concessional Loan Agreement between the Export and Import Bank of China as Lender and the Ministry of Economy and Finance of the Kingdom of Cambodia as Borrower on the Project of Upgrading Cambodian National Telecom Network was signed. Xinhua shortly after stated that, 'China also agreed to provide Cambodia with preferential buyer's credit and concessional loans, worth US$200 million, for Cambodia's telecom projects.' The project has since been completed but it is unclear whether it was financed through a concessional loan, preferential buyer's credit, or a combination of both. ",Completion,Export credits,OOF-like,Mixed,220,Communications,"http://www.mfaic.gov.kh/Products/1864-his-excellency-mr-wen-jiabao-premier-of-the-state-council-of-the-peoples-republic-of-china-pays-an-official-visit-cambodia.aspx, Government Source (Donor/Recipient); http://www.cambodiadaily.com/archives/chinas-wen-jiabao-to-visit-cambodia-friday-53542/, Media Report, including Wikileaks; http://en.people.cn/200604/10/eng20060410_257215.html, Media Report, including Wikileaks; http://www.china.org.cn/english/2006/Apr/165003.htm, Government Source (Donor/Recipient); http://news.sina.com.cn/o/2006-04-10/09218657334s.shtml, Media Report, including Wikileaks",5,"Export-Import Bank of China, Government Agency",1,,0,200000000,USD,0.543652291,1,367882198.6,200000000,,,,,Cambodia,811,728,Cambodia,KHM,KH,116,522,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
